246,374,,
245,374,,
246,372,,
245,372,,
245,372,,
246,372,,
245,372,,
246,372,,
245,372,,
245,372,,
245,372,,
246,371,,
246,372,,
246,372,,
246,372,,
245,374,,
245,372,,
245,374,,
245,373,,
245,374,,
244,374,,
244,373,,
246,374,,
245,374,,
245,374,,
245,374,,
244,374,,
246,374,,
246,374,,
246,372,,
246,373,,
245,372,,
246,373,,
246,372,,
245,372,,
245,372,,
246,372,,
245,372,,
244,372,,
245,372,,
245,372,,
245,372,,
245,372,,
244,372,,
244,372,,
245,372,,
245,374,,
244,373,,
245,372,,
245,372,,
245,371,,
245,374,,
245,372,,
245,372,,
245,372,,
244,372,,
244,372,,
244,374,,
245,374,,
245,372,,
244,372,,
244,372,,
245,372,,
244,372,,
244,372,,
244,374,,
245,374,,
245,374,,
245,374,,
245,374,,
245,374,,
246,374,,
245,373,,
244,374,,
245,374,,
244,374,,
244,374,,
245,374,,
244,374,,
245,119,,
245,344,,
245,363,,
245,371,,
246,371,,
246,371,,
245,372,,
246,372,,
246,372,,
246,372,,
246,372,,
246,372,,
246,372,,
246,372,,
245,372,,
244,372,,
245,372,,
246,372,,
245,372,,
244,372,,
244,372,,
245,372,,
245,372,,
245,372,,
246,372,,
246,372,,
246,372,,
245,372,,
246,372,,
246,374,,
245,372,,
246,372,,
246,372,,
246,372,,
246,372,,
246,372,,
245,372,,
245,372,,
245,372,,
244,372,,
245,372,,
245,372,,
245,372,,
245,372,,
245,372,,
245,372,,
245,372,,
245,373,,
245,372,,
245,372,,
244,372,,
245,372,,
245,372,,
244,372,,
245,372,,
245,372,,
245,372,,
245,372,,
246,372,,
246,372,,
246,372,,
245,372,,
247,374,,
247,372,,
246,374,,
245,373,,
246,374,,
246,374,,
246,374,,
245,374,,
245,374,,
245,374,,
244,374,,
245,372,,
246,372,,
245,372,,
244,372,,
245,372,,
245,372,,
245,372,,
244,372,,
244,372,,
246,372,,
245,372,,
245,373,,
244,374,,
245,374,,
245,374,,
244,374,,
245,374,,
245,372,,
244,374,,
245,372,,
245,372,,
244,372,,
245,372,,
244,372,,
245,372,,
245,372,,
245,372,,
245,372,,
245,372,,
245,372,,
245,371,,
245,372,,
245,372,,
245,372,,
245,372,,
244,372,,
244,372,,
245,372,,
245,372,,
245,372,,
245,372,,
245,372,,
246,372,,
246,372,,
245,372,,
246,372,,
245,373,,
246,374,,
246,374,,
247,373,,
246,374,,
245,374,,
244,374,,
245,374,,
245,374,,
244,374,,
244,374,,
244,374,,
246,372,,
245,372,,
245,372,,
245,372,,
245,372,,
245,372,,
245,372,,
245,372,,
245,372,,
245,372,,
245,371,,
244,372,,
245,372,,
246,372,,
245,372,,
244,372,,
244,372,,
245,372,,
246,372,,
245,372,,
245,372,,
245,372,,
245,372,,
245,372,,
244,372,,
244,372,,
245,372,,
245,372,,
245,372,,
245,373,,
245,372,,
245,321,,
245,118,,
245,366,,
244,372,,
244,371,,
244,372,,
247,374,,
245,374,,
247,374,,
245,374,,
245,372,,
245,374,,
246,372,,
246,372,,
246,372,,
246,372,,
246,372,,
247,372,,
246,372,,
246,372,,
246,372,,
246,372,,
246,372,,
246,372,,
246,372,,
245,372,,
245,372,,
246,372,,
246,372,,
245,372,,
244,372,,
244,372,,
245,372,,
244,372,,
245,372,,
246,372,,
245,372,,
244,372,,
245,372,,
246,372,,
245,372,,
246,372,,
246,116,,
247,372,,
245,372,,
246,372,,
246,372,,
246,372,,
246,372,,
246,374,,
243,374,,
245,372,,
244,372,,
245,372,,
244,372,,
245,372,,
245,372,,
245,372,,
245,372,,
245,372,,
245,372,,
244,372,,
244,373,,
245,372,,
245,372,,
245,372,,
245,372,,
245,372,,
246,372,,
245,372,,
246,372,,
245,358,,
246,371,,
245,372,,
244,372,,
246,371,,
245,372,,
245,354,,
245,372,,
245,373,,
246,373,,
246,374,,
246,372,,
245,374,,
245,374,,
246,118,,
245,372,,
246,372,,
245,373,,
245,374,,
245,374,,
246,374,,
244,374,,
245,374,,
245,374,,
246,373,,
246,374,,
247,374,,
246,374,,
245,374,,
245,374,,
247,374,,
246,374,,
246,374,,
245,374,,
245,374,,
246,374,,
246,374,,
246,374,,
247,374,,
247,374,,
246,374,,
245,372,,
247,372,,
246,372,,
246,372,,
246,372,,
246,372,,
246,372,,
246,372,,
246,372,,
246,116,,
246,372,,
246,372,,
246,372,,
246,372,,
246,373,,
246,372,,
246,374,,
246,372,,
246,372,,
246,372,,
246,372,,
246,372,,
245,372,,
246,372,,
246,372,,
245,372,,
245,372,,
246,372,,
247,372,,
246,372,,
246,372,,
246,372,,
246,372,,
246,372,,
246,372,,
247,372,,
246,372,,
246,372,,
246,373,,
246,372,,
247,372,,
245,374,,
247,372,,
246,372,,
246,372,,
245,372,,
246,372,,
246,372,,
246,372,,
246,372,,
247,372,,
246,373,,
246,372,,
246,372,,
246,372,,
246,374,,
246,374,,
245,374,,
246,372,,
245,372,,
246,372,,
245,372,,
246,373,,
246,372,,
246,374,,
246,372,,
247,372,,
245,372,,
246,373,,
246,374,,
247,372,,
247,372,,
247,372,,
247,372,,
246,372,,
247,372,,
247,371,,
247,372,,
247,372,,
247,372,,
249,372,,
245,372,,
245,372,,
246,372,,
245,372,,
246,372,,
246,372,,
245,373,,
245,372,,
246,372,,
